002951,2020-06-03,2
002953,2020-03-17,10
002953,2020-03-17,3
002953,2020-03-20,8
002961,2020-02-19,4
002970,2020-02-24,1
002970,2020-06-04,6
002975,2020-05-07,2
002977,2020-05-07,3
002979,2020-05-06,1
002980,2020-05-07,1
002980,2020-05-13,19
002980,2020-05-19,5
002980,2020-05-21,1
002981,2020-05-11,1
002990,2020-06-08,1
002990,2020-06-08,5
300001,2020-02-04,5
300001,2020-03-18,8
300010,2020-02-06,1
300016,2020-06-10,2
300022,2020-04-21,1
300022,2020-05-14,3
300026,2020-06-03,10
300030,2020-01-21,3
300032,2020-02-19,1
300032,2020-02-19,3
300032,2020-03-17,5
300033,2020-02-20,1
300035,2020-05-20,2
300035,2020-05-20,3
300038,2020-01-02,5
300040,2020-03-12,1
300041,2020-02-19,13
300041,2020-02-19,9
300041,2020-04-20,1
300042,2020-04-27,8
300046,2020-02-06,3
300046,2020-02-26,1
300046,2020-03-24,1
300048,2020-03-31,1
300048,2020-04-01,12
300048,2020-04-01,2
300048,2020-04-07,15
300048,2020-04-21,7
300049,2020-04-10,1
300050,2020-02-25,3
300051,2020-04-14,4
300054,2020-02-18,4
300063,2020-01-03,1
300063,2020-04-02,29
300063,2020-04-02,3
300063,2020-04-02,9
300064,2020-02-24,2
300064,2020-02-25,4
300071,2020-03-02,1
300071,2020-04-10,15
300071,2020-06-04,6
300074,2020-02-05,1
300074,2020-02-05,2
300079,2020-05-20,1
300080,2020-02-13,1
300085,2020-04-09,5
300086,2020-01-21,1
300087,2020-02-17,2
300087,2020-04-22,1
300087,2020-04-22,3
300090,2020-02-07,8
300090,2020-04-17,1
300091,2020-04-24,2
300095,2020-02-25,6
300095,2020-06-04,2
300097,2020-05-06,1
300097,2020-06-05,17
300102,2020-02-14,1
300106,2020-03-27,3
300113,2020-02-24,1
300115,2020-06-01,1
300117,2020-02-12,1
300120,2020-03-13,1
300120,2020-03-13,5
300121,2020-05-18,1
300126,2020-06-03,1
300132,2020-01-02,1
300135,2020-02-17,1
300140,2020-03-23,2
300141,2020-03-24,1
300147,2020-04-15,5
300147,2020-04-15,6
300151,2020-04-22,6
300151,2020-05-12,2
300155,2020-02-14,1
300155,2020-02-14,4
300159,2020-05-18,2
300160,2020-02-11,4
300160,2020-02-18,18
300160,2020-06-10,1
300162,2020-02-20,3
300165,2020-05-06,1
300165,2020-05-06,3
300167,2020-05-21,1
300167,2020-06-04,1
300167,2020-06-04,2
300173,2020-04-30,1
300175,2020-03-24,2
300189,2020-01-03,2
300189,2020-02-10,7
300189,2020-03-13,1
300189,2020-03-20,3
300189,2020-04-23,2
300189,2020-05-29,3
300189,2020-06-02,1
300201,2020-06-02,1
300202,2020-01-15,3
300204,2020-02-06,1
300204,2020-02-06,2
300205,2020-02-05,7
300205,2020-02-27,6
300206,2020-02-06,2
300221,2020-01-20,1
300221,2020-02-25,1
300222,2020-02-06,1
300222,2020-02-06,3
300224,2020-03-24,1
300225,2020-06-03,1
300229,2020-03-02,3
300229,2020-04-09,2
300230,2020-02-10,1
300230,2020-02-17,2
300235,2020-02-14,8
300238,2020-03-18,1
300242,2020-05-26,2
300242,2020-05-26,3
300242,2020-06-05,8
300242,2020-06-09,1
300246,2020-03-12,10
300247,2020-02-12,4
300249,2020-03-24,2
300249,2020-05-26,2
300256,2020-01-21,1
300264,2020-01-02,3
300265,2020-03-30,15
300265,2020-03-30,24
300272,2020-03-12,2
300273,2020-03-26,2
300273,2020-04-03,1
300273,2020-04-07,5
300276,2020-05-06,2
300276,2020-05-11,1
300279,2020-05-19,1
300280,2020-02-17,3
300280,2020-02-17,4
300280,2020-06-10,2
300282,2020-02-04,1
300282,2020-02-05,5
300293,2020-03-23,1
300293,2020-03-25,3
300293,2020-03-25,4
300293,2020-05-20,13
300294,2020-02-05,2
300299,2020-03-02,1
300307,2020-02-06,2
300309,2020-05-28,6
300310,2020-03-02,2
300312,2020-02-07,4
300312,2020-03-19,2
300313,2020-03-17,1
300313,2020-05-21,1
300318,2020-01-20,1
300318,2020-02-14,1
300318,2020-02-18,12
300318,2020-04-09,1
300320,2020-02-17,2
300320,2020-02-17,6
300321,2020-06-09,1
300324,2020-02-07,1
300324,2020-05-26,8
300330,2020-05-19,1
300330,2020-05-19,3
300331,2020-02-25,1
300334,2020-03-20,1
300340,2020-02-12,1
300341,2020-04-14,1
300342,2020-01-23,1
300342,2020-01-23,5
300342,2020-04-20,2
300343,2020-02-05,1
300343,2020-02-07,1
300343,2020-02-07,7
300343,2020-06-03,1
300343,2020-06-03,2
300345,2020-04-22,1
300346,2020-02-18,1
300351,2020-05-19,5
300363,2020-03-16,6
300364,2020-06-08,1
300364,2020-06-08,3
300367,2020-05-28,4
300370,2020-05-29,2
300373,2020-02-07,9
300375,2020-04-03,2
300376,2020-03-19,2
300376,2020-03-19,6
300382,2020-03-02,1
300383,2020-02-07,2
300383,2020-03-02,5
300389,2020-04-02,4
300390,2020-06-05,4
300392,2020-06-09,2
300394,2020-02-07,2
300397,2020-02-14,4
300397,2020-02-17,3
300398,2020-02-18,7
300399,2020-02-27,7
300403,2020-04-27,1
300403,2020-04-27,2
300405,2020-05-27,3
300406,2020-05-12,3
300407,2020-03-25,1
300410,2020-02-10,1
300411,2020-02-17,6
300413,2020-02-06,6
300423,2020-05-27,2
300427,2020-04-16,1
300427,2020-04-16,2
300432,2020-06-01,1
300433,2020-03-25,14
300434,2020-01-21,1
300436,2020-02-04,2
300439,2020-04-20,1
300447,2020-02-10,2
300452,2020-04-20,12
300453,2020-01-23,1
300453,2020-04-10,1
300453,2020-06-10,1
300463,2020-04-20,20
300463,2020-04-23,78
300465,2020-04-16,4
300466,2020-03-16,6
300467,2020-02-19,1
300467,2020-02-19,2
300471,2020-01-16,1
300471,2020-02-24,1
300471,2020-04-15,2
300471,2020-06-09,1
300478,2020-03-31,2
300479,2020-04-09,4
300485,2020-02-20,1
300485,2020-04-23,5
300485,2020-06-09,3
300488,2020-03-02,1
300489,2020-03-18,1
300491,2020-03-20,1
300491,2020-05-21,4
300496,2020-02-04,1
300499,2020-01-22,2
300499,2020-03-18,7
300504,2020-02-21,1
300504,2020-02-21,3
300505,2020-05-19,1
300506,2020-04-01,1
300522,2020-05-12,1
300522,2020-05-14,5
300522,2020-06-02,1
300526,2020-04-14,2
300526,2020-05-29,1
300534,2020-02-11,3
300538,2020-04-23,1
300543,2020-04-20,6
300546,2020-02-17,1
300555,2020-02-24,1
300560,2020-03-26,4
300573,2020-01-16,1
300575,2020-06-01,1
300576,2020-03-20,3
300576,2020-04-16,2
300576,2020-05-07,16
300576,2020-05-18,5
300578,2020-02-10,11
300578,2020-02-25,8
300579,2020-04-07,3
300591,2020-03-25,4
300592,2020-01-03,1
300593,2020-02-17,2
300594,2020-04-17,1
300603,2020-01-16,1
300603,2020-01-20,4
300603,2020-01-20,5
300603,2020-01-21,2
300603,2020-02-17,1
300615,2020-02-17,3
300617,2020-01-17,1
300623,2020-04-16,2
300634,2020-05-08,4
300641,2020-01-22,1
300642,2020-04-20,5
300643,2020-01-03,1
300651,2020-03-12,1
300651,2020-05-11,1
300654,2020-02-12,21
300655,2020-03-13,2
300655,2020-03-13,8
300655,2020-03-17,1
300658,2020-02-04,3
300658,2020-02-05,3
300658,2020-02-06,1
300658,2020-02-07,1
300658,2020-02-21,1
300661,2020-02-19,1
300675,2020-04-21,1
300677,2020-05-13,1
300678,2020-02-24,1
300698,2020-03-16,1
300698,2020-03-16,2
300700,2020-05-27,1
300703,2020-01-16,3
300710,2020-02-26,1
300712,2020-05-15,1
300721,2020-03-17,3
300738,2020-02-06,5
300740,2020-03-27,1
300740,2020-05-14,7
300740,2020-05-29,2
300742,2020-02-19,8
300745,2020-05-26,1
300750,2020-04-14,4
300757,2020-02-12,3
300757,2020-04-22,2
300760,2020-02-05,26
300760,2020-02-05,3
300765,2020-03-30,1
300766,2020-06-04,1
300769,2020-04-30,1
300769,2020-05-15,7
300770,2020-03-26,5
300782,2020-02-13,1
300792,2020-01-02,1
300793,2020-04-24,2
300793,2020-04-30,3
300805,2020-06-01,2
300806,2020-06-03,1
300816,2020-05-15,1
300817,2020-04-30,3
300821,2020-03-19,10
300823,2020-05-13,2
300825,2020-04-10,4
300825,2020-06-02,2
300825,2020-06-02,4
300828,2020-04-29,1
