000002,2016-11-09,4
000002,2018-03-29,4
000004,2017-11-10,2
000004,2019-02-28,1
000004,2019-02-28,2
000004,2019-02-28,3
000004,2019-02-28,4
000004,2019-03-25,1
000004,2019-03-25,10
000004,2019-03-25,11
000004,2019-03-25,12
000004,2019-03-25,13
000004,2019-03-25,2
000004,2019-03-25,3
000004,2019-03-25,4
000004,2019-03-25,5
000004,2019-03-25,6
000004,2019-03-25,7
000004,2019-03-25,8
000004,2019-03-25,9
000004,2019-04-10,1
000004,2019-04-30,1
000004,2019-04-30,2
000004,2019-04-30,3
000004,2019-04-30,4
000004,2019-06-24,1
000004,2019-06-24,2
000004,2019-09-19,1
000004,2019-09-19,2
000004,2019-09-19,3
000004,2019-09-19,4
000004,2019-11-07,1
000004,2019-11-28,1
000004,2019-11-28,2
000004,2020-02-17,4
000005,2017-09-08,4
000005,2019-01-14,1
000005,2019-01-14,2
000005,2019-03-12,1
000005,2019-03-12,2
000005,2019-03-12,3
000005,2019-07-04,1
000005,2019-09-04,1
000005,2019-09-04,2
000006,2016-12-19,31
000006,2018-09-19,2
000006,2018-09-20,1
000006,2018-09-20,5
000006,2019-08-19,1
000007,2019-02-25,1
000007,2019-02-25,2
000007,2019-02-25,3
000007,2019-02-25,4
000007,2019-03-15,1
000007,2019-03-15,10
000007,2019-03-15,11
000007,2019-03-15,12
000007,2019-03-15,13
000007,2019-03-15,2
000007,2019-03-15,3
000007,2019-03-15,4
000007,2019-03-15,5
000007,2019-03-15,6
000007,2019-03-15,7
000007,2019-03-15,8
000007,2019-03-15,9
000007,2019-08-23,1
000007,2019-08-23,2
000007,2019-08-23,3
000007,2019-08-26,1
000007,2019-08-27,1
000007,2019-09-25,1
000007,2019-10-11,1
000007,2019-10-11,2
000007,2019-10-11,3
000007,2019-10-11,4
000007,2019-10-11,5
000007,2019-10-11,6
000007,2019-10-11,7
000007,2019-10-11,8
000007,2019-10-11,9
000007,2019-10-15,1
000007,2019-10-15,2
000007,2019-11-13,1
000007,2019-11-13,2
000007,2019-11-13,3
000007,2019-11-13,4
000007,2019-11-14,1
000007,2019-11-14,2
000007,2019-11-14,3
000007,2019-12-09,1
000007,2019-12-09,2
000007,2019-12-09,3
000008,2019-02-25,1
000008,2019-02-25,2
000008,2019-02-25,3
000008,2019-02-25,4
000008,2019-09-20,1
000008,2019-09-20,2
000009,2018-11-15,2
000009,2018-11-15,6
000009,2019-03-05,1
000009,2019-08-19,1
000009,2019-08-19,2
000009,2019-08-19,3
000009,2019-08-19,4
000009,2019-12-25,1
000009,2019-12-25,2
000009,2019-12-25,3
000009,2019-12-25,4
000009,2019-12-26,1
000009,2019-12-26,10
000009,2019-12-26,11
000009,2019-12-26,12
000009,2019-12-26,2
000009,2019-12-26,3
000009,2019-12-26,4
000009,2019-12-26,5
000009,2019-12-26,6
000009,2019-12-26,7
000009,2019-12-26,8
000009,2019-12-26,9
000009,2019-12-27,1
000009,2019-12-27,2
000009,2019-12-27,3
000009,2019-12-27,4
000009,2019-12-27,5
000009,2019-12-27,6
000009,2019-12-27,7
000010,2018-05-07,1
000010,2019-01-11,1
000011,2019-07-19,1
000011,2019-08-19,1
000012,2016-11-21,12
000012,2019-02-13,1
000012,2019-03-07,1
000012,2019-03-07,2
000012,2019-03-07,3
000012,2019-03-07,4
000014,2018-01-08,2
000014,2018-05-04,1
000014,2018-05-07,8
000014,2019-01-23,1
000014,2019-01-23,2
000014,2019-05-23,1
000014,2019-08-19,1
000014,2019-08-19,2
000014,2019-08-19,3
000014,2019-08-19,4
000014,2019-08-19,5
000014,2019-08-22,1
000014,2019-08-22,2
000014,2019-08-22,3
000014,2019-08-22,4
000014,2019-08-22,5
000014,2019-08-22,6
000014,2019-09-04,1
000014,2019-09-04,2
000014,2019-09-04,3
000014,2019-09-04,4
000014,2019-09-04,5
000016,2019-02-26,1
000016,2019-02-26,2
000016,2019-03-05,1
000016,2019-03-05,2
000016,2019-03-05,3
000016,2019-03-05,4
000016,2019-03-05,5
000016,2019-03-05,6
000016,2019-03-05,7
000016,2019-03-05,8
000016,2019-03-15,1
000016,2019-03-18,1
000016,2019-08-26,1
000016,2020-02-21,13
000017,2017-01-04,4
000017,2018-05-11,2
000017,2018-10-23,3
000017,2019-03-11,1
000017,2019-03-12,1
000017,2019-03-12,10
000017,2019-03-12,11
000017,2019-03-12,12
000017,2019-03-12,13
000017,2019-03-12,14
000017,2019-03-12,15
000017,2019-03-12,16
000017,2019-03-12,17
000017,2019-03-12,18
000017,2019-03-12,19
000017,2019-03-12,2
000017,2019-03-12,20
000017,2019-03-12,21
000017,2019-03-12,22
000017,2019-03-12,23
000017,2019-03-12,24
000017,2019-03-12,25
000017,2019-03-12,26
000017,2019-03-12,27
000017,2019-03-12,28
000017,2019-03-12,29
000017,2019-03-12,3
000017,2019-03-12,30
000017,2019-03-12,31
000017,2019-03-12,32
000017,2019-03-12,33
000017,2019-03-12,34
000017,2019-03-12,35
000017,2019-03-12,36
000017,2019-03-12,37
000017,2019-03-12,4
000017,2019-03-12,5
000017,2019-03-12,6
000017,2019-03-12,7
000017,2019-03-12,8
000017,2019-03-12,9
000017,2019-03-15,1
000017,2019-03-15,2
000017,2019-03-15,3
000017,2019-03-15,4
000017,2019-03-25,1
000017,2019-05-27,1
000017,2019-05-27,2
000017,2019-05-27,3
000017,2019-06-12,1
000017,2019-06-12,2
000017,2019-06-12,3
000017,2019-06-12,4
000017,2019-07-19,1
000017,2019-08-19,1
000017,2019-08-19,2
000017,2019-08-20,1
000017,2019-08-20,2
000017,2019-08-20,3
000017,2019-08-21,1
000017,2019-08-22,1
000017,2019-08-22,2
000017,2019-08-22,3
000017,2019-08-22,4
000017,2019-08-22,5
000017,2019-08-28,1
